message,persuasive_type,activity,char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,unique_word_ratio,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,automated_readability_index,coleman_liau_index,noun_count,verb_count,adj_count,adv_count,word_diversity,has_question,has_exclamation,has_numbers,starts_with_verb,ends_with_call_to_action,sentiment_polarity,sentiment_subjectivity,persuasive_type_encoded,persuasive_type_praise,persuasive_type_reminder,persuasive_type_reward,persuasive_type_suggestion,activity_encoded,activity_healthy eating,activity_meal planning,activity_portion control,activity_water intake
"Try to improve your meal planning by going to the Menu > Food Prep > Meal Planner.

5. Get a list of what you need to eat. Ask for an exact meal plan or ask for a specific item to be included in the",suggestion,meal planning,0.6875,0.9302325581,0.375,0.129795878,0.1845238095,0.5212765957,0.8164899617,0.262195122,0.3331314355,0.5342465753,0.1759656652,0.1368462446,0.3125,0.6428571429,0.2222222222,0,0.4385026738,FALSE,FALSE,TRUE,TRUE,FALSE,0.375,0.1875,3,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
"Great job with your water intake!

Rated 5 out of 5 by EJ from Great Product I bought this to replace a drain from my home water heater. I used it on a number of projects and it works great. It does not blow",praise,water intake,0.725,0.9302325581,0.375,0.1873093689,0.1845238095,0.5691489362,0.850778254,0.1951219512,0.1453664446,0.2123287671,0.1158798283,0.1340935902,0.5,0.5,0.2222222222,0.125,0.4385026738,FALSE,TRUE,TRUE,FALSE,FALSE,0.9047619048,0.75,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your water intake!


This one is very much a great idea! I used my 1/2"" HVAC line to run the tubing over the line and put some 1mm tubing in. I didn't want to get",praise,water intake,0.6,0.8372093023,0.375,0.1165692613,0.1607142857,0.6860465116,0.9633431085,0.08536585366,0.1090248334,0.2123287671,0.0686695279,0.07196224931,0.4375,0.5,0.2222222222,0.375,0.6199095023,FALSE,TRUE,TRUE,FALSE,FALSE,1,0.75,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
Great job with your portion control!,praise,portion control,0.0125,0,0,0.4757897355,0.07142857143,1,0.8126550868,0.1463414634,0.02422774076,0,0.30472103,0.3511600472,0.125,0,0.1111111111,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,1,0.75,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your healthy eating.

We are not in the business of ""tough on crime"" politics. We are in fact a business where people are encouraged to do their part to fight crime, and we have a good track",reminder,healthy eating,0.7541666667,0.9302325581,0.25,0.2639940233,0.2777777778,0.5212765957,0.7244529664,0.3292682927,0.3882495457,0.602739726,0.2789699571,0.2552103814,0.5625,0.7142857143,0.3333333333,0.25,0.3529411765,FALSE,FALSE,FALSE,TRUE,FALSE,0.4788359788,0.6444444444,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your meal planning. This might be the most important part of your day, especially if you're working on more than one meal a week.

Make a list of what you like, what your goal is and what's",reminder,meal planning,0.75,0.9534883721,0.25,0.2219239698,0.2857142857,0.53125,0.8198736747,0.256097561,0.3288915809,0.602739726,0.2746781116,0.2438065277,0.4375,0.7142857143,0.2222222222,0.375,0.550802139,FALSE,FALSE,FALSE,TRUE,FALSE,0.5357142857,0.75,1,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Great job with your water intake! I used a couple of different filters and tried to use different water filters. But when I started to filter, I noticed that I was getting a little bit of a leak. I went to my water filter and I",praise,water intake,0.8083333333,1,0.375,0.2389437028,0.2023809524,0.235,0.6541845252,0.3475609756,0.157480315,0.4931506849,0.1802575107,0.1863940228,0.625,0.6428571429,0.4444444444,0,0.1406649616,FALSE,TRUE,FALSE,FALSE,FALSE,0.4308035714,0.6125,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your water intake!

I have used this product several times. I have found that it works for me and my 4 year old son, who was born with a kidney disease. If you are doing a routine or are using a",praise,water intake,0.7333333333,0.9534883721,0.375,0.1781231863,0.1904761905,0.671875,0.850778254,0.1951219512,0.1453664446,0.4109589041,0.1244635193,0.1384191899,0.5625,0.7857142857,0.3333333333,0,0.6631016043,FALSE,TRUE,TRUE,FALSE,FALSE,0.5476190476,0.3166666667,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your healthy eating by avoiding processed foods and eating well-balanced food.

If you want to read more about healthy living, check out our other articles:
 ""The Essential Guide to Good Food"" by Dr. Michael L.",suggestion,healthy eating,0.8,0.8604651163,0.125,0.4289822192,0.4285714286,0.6931818182,0.6637717122,0.4573170732,0.4669897032,0,0.5278969957,0.4176169878,0.25,0.6428571429,0.4444444444,0.125,0.6099071207,FALSE,FALSE,FALSE,TRUE,TRUE,0.5327380952,0.4625,3,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your portion control. It's important that you don't overdo it, and you should not overuse it!

If you get stuck, try to move it to a different area of the screen. If it feels",reminder,portion control,0.6875,0.9069767442,0.375,0.1903656413,0.1785714286,0.4619565217,0.7725016919,0.2317073171,0.1726226529,0.5547945205,0.1845493562,0.1926858042,0.1875,0.8571428571,0.2222222222,0.375,0.3371592539,FALSE,TRUE,FALSE,TRUE,FALSE,0.4642857143,0.8,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Great job with your healthy eating!

We're so glad to hear that you're getting the same results you've experienced with our vegan meals. We know you are in love with eating healthy, and we're working hard to bring you the best",praise,healthy eating,0.8041666667,0.9534883721,0.25,0.3032682821,0.2857142857,0.4375,0.7244529664,0.3292682927,0.3288915809,0.5342465753,0.3347639485,0.316948486,0.25,0.8571428571,0.7777777778,0.25,0.2862745098,FALSE,TRUE,FALSE,FALSE,FALSE,0.6375661376,0.5796296296,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your meal planning!

If you've had a good meal, or you just can't resist taking a break from your busy schedule, this meal planner is for you. This is a great way to go about your day. It",praise,meal planning,0.7041666667,0.9534883721,0.375,0.1530941672,0.1904761905,0.484375,0.915294383,0.1829268293,0.2107813446,0.2123287671,0.2188841202,0.1848210775,0.5625,0.5,0.4444444444,0.25,0.3679890561,FALSE,TRUE,FALSE,FALSE,FALSE,0.75,0.6,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Great job with your portion control!

Rated 5 out of 5 by Anonymous from Good Product for all the right reasons I bought this product on the weekend and it was super easy to use. It works perfectly and gives you the flexibility to customize it",praise,portion control,0.875,0.9534883721,0.25,0.3783553395,0.2857142857,0.71875,0.6107602075,0.4390243902,0.4076317383,0.602739726,0.3261802575,0.2941407786,0.4375,0.5,0.6666666667,0.125,0.5703324808,FALSE,TRUE,TRUE,FALSE,FALSE,0.7324263039,0.730952381,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining meal planning, you'll feel better.

The best part about getting a meal plan is that you can save money and be more confident about where you're going to eat. However, if you don't plan on eating a lot of",reward,meal planning,0.7708333333,0.9534883721,0.25,0.2532102438,0.2857142857,0.578125,0.7244529664,0.3292682927,0.3288915809,0.602739726,0.3004291845,0.2736924892,0.375,0.8571428571,0.3333333333,0.375,0.6069518717,FALSE,FALSE,FALSE,FALSE,FALSE,0.7321428571,0.5333333333,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Don't forget to monitor your meal planning.

I've tried the following recipes and found that they work great for a great breakfast. But if you're not a fan of egg whites, these may not be for you. They're low in",reminder,meal planning,0.7416666667,0.9534883721,0.375,0.215666715,0.1904761905,0.625,0.8622828784,0.1707317073,0.1817080557,0.4931506849,0.2103004292,0.2225717656,0.375,0.7142857143,0.4444444444,0.375,0.6069518717,FALSE,FALSE,FALSE,TRUE,FALSE,0.5714285714,0.475,1,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Great job with your healthy eating! It is an easy way to make a delicious, healthy breakfast for your family.

Try our free Whole Food Breakfast Recipe
",praise,healthy eating,0.4958333333,0.5348837209,0.25,0.3871154962,0.1428571429,0.85,0.7782540041,0.2195121951,0.1865536039,0.5342465753,0.2532188841,0.3023987416,0.25,0.2142857143,0.6666666667,0,0.7254901961,FALSE,TRUE,FALSE,FALSE,FALSE,0.6896258503,0.6833333333,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your water intake.

For more information on how to tell if your fish is getting sick from your tap water, please visit our Water Tips page.",reminder,water intake,0.5416666667,0.6279069767,0.125,0.3205677512,0.3095238095,0.6691176471,0.6141439206,0.4329268293,0.4039975772,0,0.347639485,0.3079040503,0.3125,0.5714285714,0.3333333333,0.125,0.6015180266,FALSE,FALSE,FALSE,TRUE,TRUE,0.2091836735,0.6785714286,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your meal planning! I used to love cooking with meat at the bakery. It was so nice and easy, and the prices were so affordable. I am very happy with the purchase and would definitely recommend this place to anyone in need of",praise,meal planning,0.8583333333,1,0.375,0.311027278,0.2023809524,0.55,0.7496052335,0.2743902439,0.3155663234,0.5547945205,0.2317596567,0.2457727094,0.5625,0.5,0.5555555556,0.5,0.5166240409,FALSE,TRUE,FALSE,FALSE,FALSE,0.7063492063,0.7805555556,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"By maintaining meal planning, you'll feel better.

The second benefit of using meals is that you can get rid of the habit of eating a certain meal every day. As it turns out, most of us don't really eat enough meals.",reward,meal planning,0.7625,0.9534883721,0.25,0.2406957342,0.2857142857,0.578125,0.7244529664,0.3292682927,0.3288915809,0.602739726,0.2875536481,0.2622886355,0.375,0.6428571429,0.6666666667,0.375,0.5978112175,FALSE,FALSE,FALSE,FALSE,TRUE,0.4540816327,0.3785714286,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"By maintaining water intake, you'll feel better. And it will also help you with your exercise goals. If you're not using a water bottle for the first time, there's no reason to not drink it before you even start exercising.

",reward,water intake,0.8,0.9534883721,0.25,0.2970110273,0.2857142857,0.578125,0.6336566659,0.3902439024,0.3827983041,0.602739726,0.347639485,0.3189146677,0.4375,0.6428571429,0.1111111111,0.625,0.6552667579,FALSE,FALSE,FALSE,FALSE,TRUE,0.5535714286,0.4166666667,2,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your water intake!

A good way to look at water in your house is the number of taps in a house, and how many. If you have more than one tap, it is important that you use the same amount of",praise,water intake,0.7083333333,0.9534883721,0.25,0.1405796576,0.2857142857,0.578125,0.9037897586,0.2073170732,0.2350090854,0.4383561644,0.1759656652,0.1297679906,0.625,0.3571428571,0.6666666667,0,0.4946524064,FALSE,TRUE,FALSE,FALSE,FALSE,0.6547619048,0.5791666667,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your portion control by eating some of these simple vegan meals.

Vegan Vegetables:
.75 oz. jar of Whole Wheat Bread
-The whole wheat bread is a staple in many of the country's supermarkets. You",suggestion,portion control,0.7333333333,0.8139534884,0.375,0.3756736589,0.1547619048,0.7857142857,0.574103316,0.512195122,0.5233192005,0,0.4678111588,0.3676759733,0.6875,0.2857142857,0.6666666667,0,0.6099071207,FALSE,FALSE,TRUE,TRUE,FALSE,0.4464285714,0.4142857143,3,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining water intake, you'll feel better. The more you eat, the more your body will be able to maintain a higher intake.

So what are the benefits of eating more fruit and vegetables?



1. It's easier",reward,water intake,0.7291666667,0.8837209302,0.5,0.2669762043,0.119047619,0.6,0.6450484999,0.3658536585,0.4385221078,0.6643835616,0.313304721,0.3008257963,0.375,0.5714285714,0.6666666667,0.125,0.6199095023,TRUE,FALSE,TRUE,FALSE,FALSE,0.6130952381,0.5208333333,2,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your water intake by using water from the garden.

When you're ready to harvest, take care to avoid any red clogged drains or drain pipes. You don't want your irrigation system to clog with water that is too",suggestion,water intake,0.7875,0.9069767442,0.25,0.3274811376,0.2698412698,0.6576086957,0.7244529664,0.3292682927,0.2701393095,0.4383561644,0.3175965665,0.3055446323,0.6875,0.7857142857,0.2222222222,0.25,0.5978112175,FALSE,FALSE,FALSE,TRUE,FALSE,0.3571428571,0.25,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your portion control.

The second step is to ensure that your food comes out in a clean manner. This means that if you're putting too much in your diet, you may end up eating a lot of the food",reminder,portion control,0.7625,0.9534883721,0.25,0.2281812246,0.2857142857,0.578125,0.8129934582,0.2682926829,0.2816474864,0.4383561644,0.2532188841,0.2190326386,0.4375,0.7857142857,0.3333333333,0.25,0.5058823529,FALSE,FALSE,FALSE,TRUE,FALSE,0.4206349206,0.3,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Try to improve your healthy eating by following the suggestions of this article.

The following information can help you to start your journey to healthy living. It is not recommended to take any medications or supplements at this time.",suggestion,healthy eating,0.8458333333,0.8139534884,0.25,0.5544523671,0.2380952381,0.5178571429,0.4461989623,0.5304878049,0.5663234403,0.8561643836,0.4334763948,0.4490758946,0.5,0.5714285714,0.3333333333,0.125,0.4932126697,FALSE,FALSE,FALSE,TRUE,TRUE,0.4642857143,0.3,3,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining healthy eating, you'll feel better. You'll gain a greater sense of self. And you will find your energy level better, because your body is constantly trying to get rid of all waste.

Your body can be very efficient at",reward,healthy eating,0.825,0.9534883721,0.375,0.334554556,0.1904761905,0.578125,0.7633656666,0.25,0.3646274985,0.602739726,0.2875536481,0.3094769957,0.4375,0.5714285714,0.4444444444,0.5,0.5403556772,FALSE,FALSE,FALSE,FALSE,FALSE,0.4897959184,0.3761904762,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining meal planning, you'll feel better.

I hope you have enjoyed this post! I've had so many wonderful experiences with eating healthy and feeling much better, which I hope helps you make healthy meals!
",reward,meal planning,0.75,0.8139534884,0.25,0.4114294005,0.2380952381,0.5178571429,0.6519287164,0.3536585366,0.301029679,0.602739726,0.4034334764,0.4121116791,0.25,0.8571428571,0.6666666667,0.25,0.5325914149,FALSE,TRUE,FALSE,FALSE,TRUE,0.7193877551,0.6,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"By maintaining meal planning, you'll feel better. You won't have to deal with extra food and other expenses like gas or other items.

In my opinion, healthy eating is one of the biggest challenges of this life. It takes time,",reward,meal planning,0.8,0.9534883721,0.375,0.3032682821,0.1904761905,0.71875,0.7668621701,0.243902439,0.2422774076,0.4931506849,0.2832618026,0.3023987416,0.625,0.4285714286,0.5555555556,0.25,0.8235294118,FALSE,FALSE,FALSE,FALSE,FALSE,0.3928571429,0.37,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"By maintaining water intake, you'll feel better. And you won't get sick.

I'm not saying you need to avoid drinking water. I'm saying that it is the best way to maintain your body's water supply. But when you",reward,water intake,0.7291666667,0.9534883721,0.5,0.2094094602,0.1333333333,0.4375,0.7942702459,0.1829268293,0.1265899455,0.3904109589,0.1974248927,0.2174596933,0.4375,0.7857142857,0.2222222222,0.375,0.4829001368,FALSE,FALSE,FALSE,FALSE,FALSE,0.4727891156,0.5523809524,2,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your portion control!

Now, I know that some people will complain about the price of your order, but I would like to add that my order was purchased for $5.50. If you want to buy a lower price",praise,portion control,0.725,0.9069767442,0.25,0.2295414974,0.2698412698,0.6576086957,0.8198736747,0.256097561,0.2107813446,0.2123287671,0.2446351931,0.2166732206,0.4375,0.5714285714,0.2222222222,0.125,0.6384505022,FALSE,TRUE,TRUE,FALSE,FALSE,1,0.75,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Great job with your healthy eating!

B.J.: I feel like we all know that when you are healthy you eat a lot, but I want to be more precise, and I am so happy to say that I have found my new",praise,healthy eating,0.6458333333,0.9302325581,0.25,0.0786727751,0.2777777778,0.6170212766,0.8317166704,0.3597560976,0.3876438522,0,0.2875536481,0.1097129375,0.125,0.7142857143,0.6666666667,0.25,0.5882352941,FALSE,TRUE,FALSE,FALSE,FALSE,0.6695269017,0.6435064935,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your portion control. You'll have to do more than that, though.

What you can do to minimize your calories
. While eating is good for you, it is not what you eat that matters. In fact",reminder,portion control,0.725,0.9302325581,0.5,0.2128709203,0.1285714286,0.4255319149,0.7691179788,0.237804878,0.2404603271,0.4931506849,0.2060085837,0.2225717656,0.3125,0.7142857143,0.2222222222,0.375,0.3371592539,FALSE,FALSE,FALSE,TRUE,FALSE,0.7142857143,0.55,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Great job with your meal planning!

My first meal plan was my husband and I went to a grocery store and ordered a burger and fries. The fries were not as good as I'd hoped.
: My second meal was a grilled cheese",praise,meal planning,0.7375,0.9302325581,0.375,0.2128709203,0.1845238095,0.4255319149,0.9519512745,0.1097560976,0.1332525742,0.2123287671,0.1630901288,0.1726307511,0.75,0.4285714286,0.5555555556,0.25,0.3105335157,FALSE,TRUE,FALSE,FALSE,FALSE,0.6339285714,0.4208333333,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Don't forget to monitor your water intake.

Pineapple and Pecan
.


There are a few things you need to know about pineapple and papaya. The first one is that these are two different fruits that are similar",reminder,water intake,0.7166666667,0.7674418605,0.375,0.3921213001,0.1428571429,0.60625,0.7782540041,0.2195121951,0.2313749243,0.5547945205,0.2575107296,0.3067243413,0.375,0.6428571429,0.4444444444,0.125,0.59936407,FALSE,FALSE,FALSE,TRUE,FALSE,0.2946428571,0.3583333333,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"By maintaining portion control, you'll feel better. And it's only when you're able to pull off some amazing stunts that you start to really enjoy yourself.

You might think you know how to make a nice dog collar from scratch, but",reward,portion control,0.8166666667,0.9534883721,0.25,0.3220400464,0.2857142857,0.671875,0.7244529664,0.3292682927,0.2701393095,0.5342465753,0.3519313305,0.3330711758,0.3125,0.7142857143,0.3333333333,0.375,0.6631016043,FALSE,FALSE,FALSE,FALSE,FALSE,0.5952380952,0.7541666667,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your portion control.

And remember to adjust your rest time and rest timer. If you're not using your device regularly, try to keep your clock at about 80 percent. You're just trying to maintain a healthy sleep",reminder,portion control,0.8375,0.9534883721,0.375,0.3533263204,0.1904761905,0.53125,0.6679449583,0.3170731707,0.2465172623,0.5547945205,0.30472103,0.3275658671,0.5,0.9285714286,0.1111111111,0.5,0.4385026738,FALSE,FALSE,TRUE,TRUE,FALSE,0.4642857143,0.2884615385,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Try to improve your water intake by drinking a small amount of water per day (6-12 cups/day). This will help you to maintain your body composition and your overall health.

If you do not have the energy for a full day",suggestion,water intake,0.7666666667,0.8837209302,0.25,0.3203714452,0.2619047619,0.6,0.7244529664,0.3292682927,0.3288915809,0.5342465753,0.2918454936,0.2736924892,0.625,0.5,0.4444444444,0.125,0.5781922525,FALSE,FALSE,TRUE,TRUE,FALSE,0.3095238095,0.3166666667,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your meal planning.

3. Stay on schedule
. While the meal plan may not be perfect, it's the same for every meal. In fact, you can always add new items, such as fruit and veggies",reminder,meal planning,0.7,0.9302325581,0.5,0.180918981,0.1285714286,0.6170212766,0.8679224002,0.1585365854,0.1726226529,0.4109589041,0.1974248927,0.1997640582,0.5625,0.4285714286,0.4444444444,0.375,0.8147058824,FALSE,FALSE,TRUE,TRUE,FALSE,0.4886363636,0.5198863636,1,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Try to improve your portion control by getting your meal ready.

For example, if you're making a batch of chickpeas with a little water, put in your water and add some olive oil, and you'll be ready to go.",suggestion,portion control,0.7166666667,0.9069767442,0.125,0.2295414974,0.4523809524,0.4619565217,0.6580194,0.4695121951,0.4136886735,0,0.4120171674,0.2807707432,0.5,0.6428571429,0.4444444444,0,0.5179340029,FALSE,FALSE,FALSE,TRUE,TRUE,0.3363095238,0.5,3,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE
"Try to improve your healthy eating by following the links below, including how to cut down on the calories in your diet.

Calories in a Meal:
.5 g of fat
: 2 g fat of protein
, 1 g protein",suggestion,healthy eating,0.6458333333,0.8372093023,0.125,0.1794328443,0.4166666667,0.4244186047,0.7358448004,0.3048780488,0.2501514234,0.5342465753,0.1888412017,0.1683051514,0.75,0.3571428571,0.2222222222,0,0.3498452012,FALSE,FALSE,TRUE,TRUE,FALSE,0.3677248677,0.2962962963,3,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE
"Try to improve your portion control by eating more vegetables and fruits.

Dietary Changes
 (by weight):
 ""It's not the weight that matters,"" says D.J. Corman, M.D., MSc., Ph",suggestion,portion control,0.5875,0.7674418605,0.25,0.2419471851,0.2222222222,0.6625,0.7210692533,0.3353658537,0.3046638401,0,0.4721030043,0.3692489186,0.4375,0.3571428571,0.2222222222,0.125,0.8296146045,FALSE,FALSE,FALSE,TRUE,FALSE,0.6428571429,0.5,3,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE
"Try to improve your healthy eating by going the Paleo Diet and getting the Primal Blueprint.

The Primal Movement has been around for over 25 years. We are one of the first and only organizations that is committed to the philosophy that we must live the",suggestion,healthy eating,0.9166666667,0.9534883721,0.25,0.4409278874,0.2857142857,0.578125,0.6107602075,0.4390243902,0.4076317383,0.602739726,0.3690987124,0.3444750295,0.1875,0.7142857143,0.3333333333,0,0.462915601,FALSE,FALSE,TRUE,TRUE,FALSE,0.4439935065,0.5833333333,3,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your healthy eating!

I hope that you enjoyed this post and that I have provided you with a lot of helpful tips and tricks that will help you live healthier.
,
. .",praise,healthy eating,0.6041666667,0.7209302326,0.375,0.2680300577,0.130952381,0.4671052632,0.7878411911,0.3231707317,0.4251968504,0,0.356223176,0.2850963429,0.3125,0.3571428571,0.5555555556,0,0.4759358289,FALSE,TRUE,FALSE,FALSE,FALSE,0.6538149351,0.6125,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Try to improve your portion control by doing a little more.

What to do:
. . .
: . to reduce blood pressure. (If you're having trouble, talk to your doctor.)
 ( If you've had a heart",suggestion,portion control,0.6208333333,0.9069767442,0.875,0.08589669182,0.04166666667,0.2663043478,0.7148657794,0.2195121951,0.02907328892,0.2123287671,0.2060085837,0.1710578057,0.4375,0.6428571429,0,0.25,0.4759358289,FALSE,FALSE,FALSE,TRUE,FALSE,0.3125,0.4,3,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your water intake.

What About Water
. We use water to help us maintain our body weight and to prevent the development of any major health problems. Drinking water is a source of nutrients, but most of the water",reminder,water intake,0.8416666667,0.9302325581,0.375,0.3726306171,0.1845238095,0.5212765957,0.5702684412,0.3963414634,0.3064809207,0.5547945205,0.2789699571,0.3071175777,0.6875,0.6428571429,0.2222222222,0.125,0.4829001368,FALSE,FALSE,FALSE,TRUE,FALSE,0.4866071429,0.5,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your portion control!

My husband's a huge fan of the Double Diner. His wife loves it. He's never been able to get a single person to try it on the drive. I love that it's so easy",praise,portion control,0.6708333333,0.9302325581,0.5,0.129795878,0.1285714286,0.5691489362,0.8851793368,0.1219512195,0.07268322229,0.2123287671,0.08154506438,0.09673613842,0.4375,0.5714285714,0.5555555556,0.25,0.5978112175,FALSE,TRUE,FALSE,FALSE,FALSE,0.5675413022,0.5603741497,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your water intake. Keep a record of your levels. The more you drink, the more likely you are to become sick.

A quick look at your blood pressure shows you're drinking well. In fact, you may",reminder,water intake,0.7541666667,0.9534883721,0.5,0.2344384794,0.1333333333,0.484375,0.7897586285,0.1951219512,0.1332525742,0.3904109589,0.1845493562,0.2036964215,0.4375,0.7142857143,0.4444444444,0.375,0.4705882353,FALSE,FALSE,FALSE,TRUE,FALSE,0.3741496599,0.6714285714,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your meal planning. If you're not sure where to buy your meals, you can always look up the cheapest way to get your groceries.

Tip #2: Keep the food you buy fresh
. A good source",reminder,meal planning,0.7083333333,0.9302325581,0.375,0.1873093689,0.1845238095,0.5212765957,0.8645386871,0.1646341463,0.1786795881,0.4109589041,0.1845493562,0.1977978765,0.375,0.6428571429,0.4444444444,0.375,0.5179340029,FALSE,FALSE,TRUE,TRUE,FALSE,0.4642857143,0.662962963,1,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Try to improve your meal planning by using a variety of strategies that can help you get more out of your meals.

4. Choose the time when you start eating the food you are eating
 (e.g., before dinner or after dinner",suggestion,meal planning,0.7625,0.8837209302,0.25,0.3070226349,0.2619047619,0.6,0.7244529664,0.3292682927,0.2701393095,0.4383561644,0.2832618026,0.2622886355,0.5625,0.7142857143,0.1111111111,0,0.5781922525,FALSE,FALSE,TRUE,TRUE,FALSE,0.6428571429,0.5,3,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
"Don't forget to monitor your meal planning.


Do you have questions about our nutrition program?

 (948) 764-2053

Read or Share this story: http://on.lsj.com/2v8",reminder,meal planning,0.5375,0.5581395349,0.25,0.4536442439,0.1507936508,0.8548387097,0.6023009249,0.3292682927,0.2761962447,0.602739726,0.4849785408,0.465985057,0.4375,0.3571428571,0,0.125,0.9011764706,TRUE,FALSE,TRUE,TRUE,FALSE,0.2857142857,0,1,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Don't forget to monitor your water intake.

4. Start using the right kind of water. When you start using a lot of bottled water, you'll notice that the water level is very low. This is because the bacteria are not present",reminder,water intake,0.7833333333,0.9534883721,0.5,0.2719820081,0.1333333333,0.4375,0.6679449583,0.3170731707,0.2465172623,0.4931506849,0.2403433476,0.2548171451,0.5,0.7142857143,0.4444444444,0.375,0.4254445964,FALSE,FALSE,TRUE,TRUE,FALSE,0.443877551,0.4564285714,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
